CHI ID REG,att_A,node_name,node_value_USD,value_USD
1.0,1,"Wages in Cultivo de cereales (excepto arroz), legumbres y semillas oleaginosas ",2420637414.18,1359210.12567
2.0,1,"Wages in Cultivo de cereales (excepto arroz), legumbres y semillas oleaginosas ",2420637414.18,1321680.29332
3.0,1,"Wages in Cultivo de cereales (excepto arroz), legumbres y semillas oleaginosas ",2420637414.18,17211451.5276
4.0,1,"Wages in Cultivo de cereales (excepto arroz), legumbres y semillas oleaginosas ",2420637414.18,115269195.752
5.0,1,"Wages in Cultivo de cereales (excepto arroz), legumbres y semillas oleaginosas ",2420637414.18,126536243.071
6.0,1,"Wages in Cultivo de cereales (excepto arroz), legumbres y semillas oleaginosas ",2420637414.18,380282945.113
7.0,1,"Wages in Cultivo de cereales (excepto arroz), legumbres y semillas oleaginosas ",2420637414.18,297280973.708
8.0,1,"Wages in Cultivo de cereales (excepto arroz), legumbres y semillas oleaginosas ",2420637414.18,500591177.574
9.0,1,"Wages in Cultivo de cereales (excepto arroz), legumbres y semillas oleaginosas ",2420637414.18,170557624.956
10.0,1,"Wages in Cultivo de cereales (excepto arroz), legumbres y semillas oleaginosas ",2420637414.18,22002485.3975
11.0,1,"Wages in Cultivo de cereales (excepto arroz), legumbres y semillas oleaginosas ",2420637414.18,579884.611975
12.0,1,"Wages in Cultivo de cereales (excepto arroz), legumbres y semillas oleaginosas ",2420637414.18,769035.066081
13.0,1,"Wages in Cultivo de cereales (excepto arroz), legumbres y semillas oleaginosas ",2420637414.18,744848232.136
14.0,1,"Wages in Cultivo de cereales (excepto arroz), legumbres y semillas oleaginosas ",2420637414.18,22501667.7367
15.0,1,"Wages in Cultivo de cereales (excepto arroz), legumbres y semillas oleaginosas ",2420637414.18,19525607.114
1.0,1,"Wages in Cultivo de hortalizas, raices y tuberculos ",700400755.094,638237.225498
2.0,1,"Wages in Cultivo de hortalizas, raices y tuberculos ",700400755.094,849254.851402
3.0,1,"Wages in Cultivo de hortalizas, raices y tuberculos ",700400755.094,7427400.56496
4.0,1,"Wages in Cultivo de hortalizas, raices y tuberculos ",700400755.094,32315610.2589
5.0,1,"Wages in Cultivo de hortalizas, raices y tuberculos ",700400755.094,207459960.814
6.0,1,"Wages in Cultivo de hortalizas, raices y tuberculos ",700400755.094,9665471.85886
7.0,1,"Wages in Cultivo de hortalizas, raices y tuberculos ",700400755.094,15432738.5705
8.0,1,"Wages in Cultivo de hortalizas, raices y tuberculos ",700400755.094,283536337.736
9.0,1,"Wages in Cultivo de hortalizas, raices y tuberculos ",700400755.094,981093.204211
10.0,1,"Wages in Cultivo de hortalizas, raices y tuberculos ",700400755.094,19624072.6011
11.0,1,"Wages in Cultivo de hortalizas, raices y tuberculos ",700400755.094,122543.274053
12.0,1,"Wages in Cultivo de hortalizas, raices y tuberculos ",700400755.094,1418573.4346
13.0,1,"Wages in Cultivo de hortalizas, raices y tuberculos ",700400755.094,111092560.69
14.0,1,"Wages in Cultivo de hortalizas, raices y tuberculos ",700400755.094,2468238.9721
15.0,1,"Wages in Cultivo de hortalizas, raices y tuberculos ",700400755.094,7368661.03822
1.0,1,Wages in Otros cultivos transitorios n.c.p.,1833219141.05,5937063.01341
2.0,1,Wages in Otros cultivos transitorios n.c.p.,1833219141.05,3557827.94004
3.0,1,Wages in Otros cultivos transitorios n.c.p.,1833219141.05,21933292.9789
4.0,1,Wages in Otros cultivos transitorios n.c.p.,1833219141.05,60498893.9076
5.0,1,Wages in Otros cultivos transitorios n.c.p.,1833219141.05,304060130.396
6.0,1,Wages in Otros cultivos transitorios n.c.p.,1833219141.05,122830398.192
7.0,1,Wages in Otros cultivos transitorios n.c.p.,1833219141.05,75082565.8186
8.0,1,Wages in Otros cultivos transitorios n.c.p.,1833219141.05,72429294.1439
9.0,1,Wages in Otros cultivos transitorios n.c.p.,1833219141.05,119532312.764
10.0,1,Wages in Otros cultivos transitorios n.c.p.,1833219141.05,36731813.7808
11.0,1,Wages in Otros cultivos transitorios n.c.p.,1833219141.05,2393067.19994
12.0,1,Wages in Otros cultivos transitorios n.c.p.,1833219141.05,4809209.48531
13.0,1,Wages in Otros cultivos transitorios n.c.p.,1833219141.05,984412081.891
14.0,1,Wages in Otros cultivos transitorios n.c.p.,1833219141.05,10998941.2629
15.0,1,Wages in Otros cultivos transitorios n.c.p.,1833219141.05,8012248.27598
1.0,1,Wages in Cultivo de frutas tropicales y subtropicales,1298733320.71,0.0
2.0,1,Wages in Cultivo de frutas tropicales y subtropicales,1298733320.71,43238.2814242
3.0,1,Wages in Cultivo de frutas tropicales y subtropicales,1298733320.71,54682995.6166
4.0,1,Wages in Cultivo de frutas tropicales y subtropicales,1298733320.71,160234613.357
5.0,1,Wages in Cultivo de frutas tropicales y subtropicales,1298733320.71,119967954.601
6.0,1,Wages in Cultivo de frutas tropicales y subtropicales,1298733320.71,211227814.931
7.0,1,Wages in Cultivo de frutas tropicales y subtropicales,1298733320.71,281021974.913
8.0,1,Wages in Cultivo de frutas tropicales y subtropicales,1298733320.71,2674029.41566
9.0,1,Wages in Cultivo de frutas tropicales y subtropicales,1298733320.71,0.0
10.0,1,Wages in Cultivo de frutas tropicales y subtropicales,1298733320.71,222937.22482
13.0,1,Wages in Cultivo de frutas tropicales y subtropicales,1298733320.71,468577732.703
14.0,1,Wages in Cultivo de frutas tropicales y subtropicales,1298733320.71,48126.7390821
15.0,1,Wages in Cultivo de frutas tropicales y subtropicales,1298733320.71,31902.931755
1.0,1,Wages in Cultivo de platano y banano,2062630528.19,1289861.12302
2.0,1,Wages in Cultivo de platano y banano,2062630528.19,807442.236488
3.0,1,Wages in Cultivo de platano y banano,2062630528.19,10777598.8386
4.0,1,Wages in Cultivo de platano y banano,2062630528.19,115586355.955
5.0,1,Wages in Cultivo de platano y banano,2062630528.19,157988431.814
6.0,1,Wages in Cultivo de platano y banano,2062630528.19,359800133.287
7.0,1,Wages in Cultivo de platano y banano,2062630528.19,322402915.78
8.0,1,Wages in Cultivo de platano y banano,2062630528.19,88701442.5469
9.0,1,Wages in Cultivo de platano y banano,2062630528.19,44114757.1172
10.0,1,Wages in Cultivo de platano y banano,2062630528.19,30031458.4226
11.0,1,Wages in Cultivo de platano y banano,2062630528.19,277355.956802
12.0,1,Wages in Cultivo de platano y banano,2062630528.19,5802356.69449
13.0,1,Wages in Cultivo de platano y banano,2062630528.19,894726783.838
14.0,1,Wages in Cultivo de platano y banano,2062630528.19,29359195.33
15.0,1,Wages in Cultivo de platano y banano,2062630528.19,964439.250557
1.0,1,"Wages in Propagacion de plantas (actividades de los viveros, excepto viveros forestales) ",462489947.906,4984.88298769
2.0,1,"Wages in Propagacion de plantas (actividades de los viveros, excepto viveros forestales) ",462489947.906,1253638.76904
3.0,1,"Wages in Propagacion de plantas (actividades de los viveros, excepto viveros forestales) ",462489947.906,24990898.875
4.0,1,"Wages in Propagacion de plantas (actividades de los viveros, excepto viveros forestales) ",462489947.906,29167477.2755
5.0,1,"Wages in Propagacion de plantas (actividades de los viveros, excepto viveros forestales) ",462489947.906,68293778.4858
6.0,1,"Wages in Propagacion de plantas (actividades de los viveros, excepto viveros forestales) ",462489947.906,52533850.6249
7.0,1,"Wages in Propagacion de plantas (actividades de los viveros, excepto viveros forestales) ",462489947.906,71182659.8956
8.0,1,"Wages in Propagacion de plantas (actividades de los viveros, excepto viveros forestales) ",462489947.906,8564506.52557
9.0,1,"Wages in Propagacion de plantas (actividades de los viveros, excepto viveros forestales) ",462489947.906,22044144.5468
10.0,1,"Wages in Propagacion de plantas (actividades de los viveros, excepto viveros forestales) ",462489947.906,2814105.20125
11.0,1,"Wages in Propagacion de plantas (actividades de los viveros, excepto viveros forestales) ",462489947.906,145114.215035
12.0,1,"Wages in Propagacion de plantas (actividades de los viveros, excepto viveros forestales) ",462489947.906,201239.729318
13.0,1,"Wages in Propagacion de plantas (actividades de los viveros, excepto viveros forestales) ",462489947.906,178432774.279
14.0,1,"Wages in Propagacion de plantas (actividades de los viveros, excepto viveros forestales) ",462489947.906,2326854.26683
15.0,1,"Wages in Propagacion de plantas (actividades de los viveros, excepto viveros forestales) ",462489947.906,533920.333528
1.0,1,Wages in Cria de ganado bovino y bufalino,758874994.733,678954.819272
2.0,1,Wages in Cria de ganado bovino y bufalino,758874994.733,26946719.6464
3.0,1,Wages in Cria de ganado bovino y bufalino,758874994.733,620522.417706
4.0,1,Wages in Cria de ganado bovino y bufalino,758874994.733,287021.282519
5.0,1,Wages in Cria de ganado bovino y bufalino,758874994.733,15853946.6477
6.0,1,Wages in Cria de ganado bovino y bufalino,758874994.733,7320458.5708
7.0,1,Wages in Cria de ganado bovino y bufalino,758874994.733,8525354.46739
8.0,1,Wages in Cria de ganado bovino y bufalino,758874994.733,58452041.8032
9.0,1,Wages in Cria de ganado bovino y bufalino,758874994.733,20967570.3854
10.0,1,Wages in Cria de ganado bovino y bufalino,758874994.733,354464365.881
11.0,1,Wages in Cria de ganado bovino y bufalino,758874994.733,13289536.0348
12.0,1,Wages in Cria de ganado bovino y bufalino,758874994.733,19292075.8707
13.0,1,Wages in Cria de ganado bovino y bufalino,758874994.733,133613393.15
14.0,1,Wages in Cria de ganado bovino y bufalino,758874994.733,98504048.3605
15.0,1,Wages in Cria de ganado bovino y bufalino,758874994.733,58985.3957625
1.0,1,Wages in Cria de aves de corral,265024983.259,0.0
4.0,1,Wages in Cria de aves de corral,265024983.259,29246.3383974
5.0,1,Wages in Cria de aves de corral,265024983.259,21250.5641185
6.0,1,Wages in Cria de aves de corral,265024983.259,186315930.572
7.0,1,Wages in Cria de aves de corral,265024983.259,1053124.49515
8.0,1,Wages in Cria de aves de corral,265024983.259,5567630.64805
9.0,1,Wages in Cria de aves de corral,265024983.259,41955145.3651
10.0,1,Wages in Cria de aves de corral,265024983.259,354901.702126
12.0,1,Wages in Cria de aves de corral,265024983.259,2930.78553725
13.0,1,Wages in Cria de aves de corral,265024983.259,29573137.7882
14.0,1,Wages in Cria de aves de corral,265024983.259,124809.98337
15.0,1,Wages in Cria de aves de corral,265024983.259,26875.016263
1.0,1,Wages in Cria de otros animales n.c.p.,201482267.275,161784.434977
2.0,1,Wages in Cria de otros animales n.c.p.,201482267.275,1651162.57343
3.0,1,Wages in Cria de otros animales n.c.p.,201482267.275,649251.829861
4.0,1,Wages in Cria de otros animales n.c.p.,201482267.275,856883.353302
5.0,1,Wages in Cria de otros animales n.c.p.,201482267.275,11490096.1689
6.0,1,Wages in Cria de otros animales n.c.p.,201482267.275,24887700.6934
7.0,1,Wages in Cria de otros animales n.c.p.,201482267.275,8348206.37664
8.0,1,Wages in Cria de otros animales n.c.p.,201482267.275,30072373.3268
9.0,1,Wages in Cria de otros animales n.c.p.,201482267.275,17427367.6973
10.0,1,Wages in Cria de otros animales n.c.p.,201482267.275,26679656.0112
11.0,1,Wages in Cria de otros animales n.c.p.,201482267.275,667250.025525
12.0,1,Wages in Cria de otros animales n.c.p.,201482267.275,465605.747715
13.0,1,Wages in Cria de otros animales n.c.p.,201482267.275,75552580.924
14.0,1,Wages in Cria de otros animales n.c.p.,201482267.275,1271866.72982
15.0,1,Wages in Cria de otros animales n.c.p.,201482267.275,1300481.38242
1.0,1,Wages in Explotacion mixta (agricola y pecuaria) ,831428928.758,734160.188535
2.0,1,Wages in Explotacion mixta (agricola y pecuaria) ,831428928.758,382677.231854
3.0,1,Wages in Explotacion mixta (agricola y pecuaria) ,831428928.758,12079032.057
4.0,1,Wages in Explotacion mixta (agricola y pecuaria) ,831428928.758,22551715.6508
5.0,1,Wages in Explotacion mixta (agricola y pecuaria) ,831428928.758,21584866.0207
6.0,1,Wages in Explotacion mixta (agricola y pecuaria) ,831428928.758,29037704.4774
7.0,1,Wages in Explotacion mixta (agricola y pecuaria) ,831428928.758,55118350.2523
8.0,1,Wages in Explotacion mixta (agricola y pecuaria) ,831428928.758,100824057.049
9.0,1,Wages in Explotacion mixta (agricola y pecuaria) ,831428928.758,46124048.9299
10.0,1,Wages in Explotacion mixta (agricola y pecuaria) ,831428928.758,16266095.5358
11.0,1,Wages in Explotacion mixta (agricola y pecuaria) ,831428928.758,3051755.03121
12.0,1,Wages in Explotacion mixta (agricola y pecuaria) ,831428928.758,1199529.47752
13.0,1,Wages in Explotacion mixta (agricola y pecuaria) ,831428928.758,515123872.529
14.0,1,Wages in Explotacion mixta (agricola y pecuaria) ,831428928.758,7257148.65332
15.0,1,Wages in Explotacion mixta (agricola y pecuaria) ,831428928.758,93915.6729242
1.0,1,Wages in Actividades de apoyo a la agricultura ,1719885317.78,2213655.33444
2.0,1,Wages in Actividades de apoyo a la agricultura ,1719885317.78,3740208.41013
3.0,1,Wages in Actividades de apoyo a la agricultura ,1719885317.78,27488915.2087
4.0,1,Wages in Actividades de apoyo a la agricultura ,1719885317.78,69161212.1024
5.0,1,Wages in Actividades de apoyo a la agricultura ,1719885317.78,111649976.186
6.0,1,Wages in Actividades de apoyo a la agricultura ,1719885317.78,212720787.954
7.0,1,Wages in Actividades de apoyo a la agricultura ,1719885317.78,130728559.209
8.0,1,Wages in Actividades de apoyo a la agricultura ,1719885317.78,79697007.7984
9.0,1,Wages in Actividades de apoyo a la agricultura ,1719885317.78,23016783.7354
10.0,1,Wages in Actividades de apoyo a la agricultura ,1719885317.78,71142775.6181
11.0,1,Wages in Actividades de apoyo a la agricultura ,1719885317.78,3458136.77997
12.0,1,Wages in Actividades de apoyo a la agricultura ,1719885317.78,3582086.93337
13.0,1,Wages in Actividades de apoyo a la agricultura ,1719885317.78,962777697.795
14.0,1,Wages in Actividades de apoyo a la agricultura ,1719885317.78,15441282.7994
15.0,1,Wages in Actividades de apoyo a la agricultura ,1719885317.78,3066231.91271
1.0,1,Wages in Silvicultura y otras actividades forestales,1467250958.88,5505554.01671
2.0,1,Wages in Silvicultura y otras actividades forestales,1467250958.88,167117.910292
3.0,1,Wages in Silvicultura y otras actividades forestales,1467250958.88,1396199.18106
4.0,1,Wages in Silvicultura y otras actividades forestales,1467250958.88,74948.2651777
5.0,1,Wages in Silvicultura y otras actividades forestales,1467250958.88,10483944.8701
6.0,1,Wages in Silvicultura y otras actividades forestales,1467250958.88,11941676.6781
7.0,1,Wages in Silvicultura y otras actividades forestales,1467250958.88,89679456.7917
8.0,1,Wages in Silvicultura y otras actividades forestales,1467250958.88,512526654.078
9.0,1,Wages in Silvicultura y otras actividades forestales,1467250958.88,83633633.0467
10.0,1,Wages in Silvicultura y otras actividades forestales,1467250958.88,31314518.5287
11.0,1,Wages in Silvicultura y otras actividades forestales,1467250958.88,769645.675607
12.0,1,Wages in Silvicultura y otras actividades forestales,1467250958.88,3398584.23207
13.0,1,Wages in Silvicultura y otras actividades forestales,1467250958.88,685615699.28
14.0,1,Wages in Silvicultura y otras actividades forestales,1467250958.88,30743326.3241
1.0,1,Wages in Servicios de apoyo a la silvicultura ,1606570841.33,144284.24337
2.0,1,Wages in Servicios de apoyo a la silvicultura ,1606570841.33,311425.991096
3.0,1,Wages in Servicios de apoyo a la silvicultura ,1606570841.33,55390.2802031
4.0,1,Wages in Servicios de apoyo a la silvicultura ,1606570841.33,9153521.404
5.0,1,Wages in Servicios de apoyo a la silvicultura ,1606570841.33,21377069.5879
6.0,1,Wages in Servicios de apoyo a la silvicultura ,1606570841.33,29738335.4366
7.0,1,Wages in Servicios de apoyo a la silvicultura ,1606570841.33,92760472.7982
8.0,1,Wages in Servicios de apoyo a la silvicultura ,1606570841.33,696307588.673
9.0,1,Wages in Servicios de apoyo a la silvicultura ,1606570841.33,71279260.6349
10.0,1,Wages in Servicios de apoyo a la silvicultura ,1606570841.33,56898305.2974
11.0,1,Wages in Servicios de apoyo a la silvicultura ,1606570841.33,1611139.17776
12.0,1,Wages in Servicios de apoyo a la silvicultura ,1606570841.33,2421917.80734
13.0,1,Wages in Servicios de apoyo a la silvicultura ,1606570841.33,521408355.991
14.0,1,Wages in Servicios de apoyo a la silvicultura ,1606570841.33,103101550.423
15.0,1,Wages in Servicios de apoyo a la silvicultura ,1606570841.33,2223.58544497
1.0,1,Wages in Pesca maritima ,665104484.235,2514100.62562
2.0,1,Wages in Pesca maritima ,665104484.235,7194156.22678
3.0,1,Wages in Pesca maritima ,665104484.235,22850152.5504
4.0,1,Wages in Pesca maritima ,665104484.235,34772842.0503
5.0,1,Wages in Pesca maritima ,665104484.235,30234816.9805
6.0,1,Wages in Pesca maritima ,665104484.235,733.404183805
7.0,1,Wages in Pesca maritima ,665104484.235,4809092.22886
8.0,1,Wages in Pesca maritima ,665104484.235,287620290.817
9.0,1,Wages in Pesca maritima ,665104484.235,284.078748404
10.0,1,Wages in Pesca maritima ,665104484.235,16488331.0471
11.0,1,Wages in Pesca maritima ,665104484.235,51004106.703
12.0,1,Wages in Pesca maritima ,665104484.235,23620689.9014
13.0,1,Wages in Pesca maritima ,665104484.235,152978548.321
14.0,1,Wages in Pesca maritima ,665104484.235,10335208.677
15.0,1,Wages in Pesca maritima ,665104484.235,20681130.6222
1.0,1,Wages in Acuicultura maritima ,1792731743.35,16515391.6244
2.0,1,Wages in Acuicultura maritima ,1792731743.35,19279935.1961
3.0,1,Wages in Acuicultura maritima ,1792731743.35,7561197.23513
4.0,1,Wages in Acuicultura maritima ,1792731743.35,12180706.0537
5.0,1,Wages in Acuicultura maritima ,1792731743.35,4798397.9287
6.0,1,Wages in Acuicultura maritima ,1792731743.35,83941611.4719
7.0,1,Wages in Acuicultura maritima ,1792731743.35,8026554.47852
8.0,1,Wages in Acuicultura maritima ,1792731743.35,121809635.75
9.0,1,Wages in Acuicultura maritima ,1792731743.35,1258734.60918
10.0,1,Wages in Acuicultura maritima ,1792731743.35,1078569906.64
11.0,1,Wages in Acuicultura maritima ,1792731743.35,51350770.8894
12.0,1,Wages in Acuicultura maritima ,1792731743.35,34619610.0316
13.0,1,Wages in Acuicultura maritima ,1792731743.35,335209674.708
14.0,1,Wages in Acuicultura maritima ,1792731743.35,17598622.4648
15.0,1,Wages in Acuicultura maritima ,1792731743.35,10994.2666585
1.0,2,Wages in Extraccion de minerales de hierro,553533624.061,553711.668683
2.0,2,Wages in Extraccion de minerales de hierro,553533624.061,267838.293987
3.0,2,Wages in Extraccion de minerales de hierro,553533624.061,93837098.7102
4.0,2,Wages in Extraccion de minerales de hierro,553533624.061,381492269.581
5.0,2,Wages in Extraccion de minerales de hierro,553533624.061,1458235.4099
6.0,2,Wages in Extraccion de minerales de hierro,553533624.061,189033.264482
8.0,2,Wages in Extraccion de minerales de hierro,553533624.061,72509.3732248
10.0,2,Wages in Extraccion de minerales de hierro,553533624.061,0.0
12.0,2,Wages in Extraccion de minerales de hierro,553533624.061,451.040417429
13.0,2,Wages in Extraccion de minerales de hierro,553533624.061,75548353.6634
15.0,2,Wages in Extraccion de minerales de hierro,553533624.061,114123.05566
1.0,2,Wages in Extraccion de otros minerales metaliferos no ferrosos n.c.p.,8650723203.77,275846810.072
2.0,2,Wages in Extraccion de otros minerales metaliferos no ferrosos n.c.p.,8650723203.77,1487004724.44
3.0,2,Wages in Extraccion de otros minerales metaliferos no ferrosos n.c.p.,8650723203.77,603790140.647
4.0,2,Wages in Extraccion de otros minerales metaliferos no ferrosos n.c.p.,8650723203.77,742392556.655
5.0,2,Wages in Extraccion de otros minerales metaliferos no ferrosos n.c.p.,8650723203.77,44697999.2541
6.0,2,Wages in Extraccion de otros minerales metaliferos no ferrosos n.c.p.,8650723203.77,56761392.9148
7.0,2,Wages in Extraccion de otros minerales metaliferos no ferrosos n.c.p.,8650723203.77,51991.3619523
8.0,2,Wages in Extraccion de otros minerales metaliferos no ferrosos n.c.p.,8650723203.77,625219.82913
9.0,2,Wages in Extraccion de otros minerales metaliferos no ferrosos n.c.p.,8650723203.77,2035.63881331
10.0,2,Wages in Extraccion de otros minerales metaliferos no ferrosos n.c.p.,8650723203.77,544.912930351
11.0,2,Wages in Extraccion de otros minerales metaliferos no ferrosos n.c.p.,8650723203.77,42054681.5794
13.0,2,Wages in Extraccion de otros minerales metaliferos no ferrosos n.c.p.,8650723203.77,5397274415.34
15.0,2,Wages in Extraccion de otros minerales metaliferos no ferrosos n.c.p.,8650723203.77,220691.125606
1.0,2,Wages in Extraccion de otros minerales no metalicos n.c.p.,5066622534.73,229536963.956
2.0,2,Wages in Extraccion de otros minerales no metalicos n.c.p.,5066622534.73,252113117.493
3.0,2,Wages in Extraccion de otros minerales no metalicos n.c.p.,5066622534.73,45128736.3462
4.0,2,Wages in Extraccion de otros minerales no metalicos n.c.p.,5066622534.73,68656444.8131
5.0,2,Wages in Extraccion de otros minerales no metalicos n.c.p.,5066622534.73,8690056.06732
6.0,2,Wages in Extraccion de otros minerales no metalicos n.c.p.,5066622534.73,3757890.08188
7.0,2,Wages in Extraccion de otros minerales no metalicos n.c.p.,5066622534.73,1193469.51611
8.0,2,Wages in Extraccion de otros minerales no metalicos n.c.p.,5066622534.73,7131459.45029
9.0,2,Wages in Extraccion de otros minerales no metalicos n.c.p.,5066622534.73,960364.742456
10.0,2,Wages in Extraccion de otros minerales no metalicos n.c.p.,5066622534.73,3228877.9311
11.0,2,Wages in Extraccion de otros minerales no metalicos n.c.p.,5066622534.73,1989.44829848
12.0,2,Wages in Extraccion de otros minerales no metalicos n.c.p.,5066622534.73,8756.83400201
13.0,2,Wages in Extraccion de otros minerales no metalicos n.c.p.,5066622534.73,4434621217.24
14.0,2,Wages in Extraccion de otros minerales no metalicos n.c.p.,5066622534.73,1022574.93638
15.0,2,Wages in Extraccion de otros minerales no metalicos n.c.p.,5066622534.73,10570615.873
1.0,2,Wages in Actividades de apoyo para otras actividades de explotacion de minas y canteras,587960007.579,31019.5946197
2.0,2,Wages in Actividades de apoyo para otras actividades de explotacion de minas y canteras,587960007.579,48046453.8306
3.0,2,Wages in Actividades de apoyo para otras actividades de explotacion de minas y canteras,587960007.579,42202814.4692
4.0,2,Wages in Actividades de apoyo para otras actividades de explotacion de minas y canteras,587960007.579,19178074.1946
5.0,2,Wages in Actividades de apoyo para otras actividades de explotacion de minas y canteras,587960007.579,3911703.36634
6.0,2,Wages in Actividades de apoyo para otras actividades de explotacion de minas y canteras,587960007.579,5051.56369577
7.0,2,Wages in Actividades de apoyo para otras actividades de explotacion de minas y canteras,587960007.579,0.0
8.0,2,Wages in Actividades de apoyo para otras actividades de explotacion de minas y canteras,587960007.579,5799062.51073
9.0,2,Wages in Actividades de apoyo para otras actividades de explotacion de minas y canteras,587960007.579,158681.156297
10.0,2,Wages in Actividades de apoyo para otras actividades de explotacion de minas y canteras,587960007.579,544989.48208
11.0,2,Wages in Actividades de apoyo para otras actividades de explotacion de minas y canteras,587960007.579,3894.3448812
12.0,2,Wages in Actividades de apoyo para otras actividades de explotacion de minas y canteras,587960007.579,1945102.02066
13.0,2,Wages in Actividades de apoyo para otras actividades de explotacion de minas y canteras,587960007.579,464722096.935
14.0,2,Wages in Actividades de apoyo para otras actividades de explotacion de minas y canteras,587960007.579,1393195.47549
15.0,2,Wages in Actividades de apoyo para otras actividades de explotacion de minas y canteras,587960007.579,17868.634588
1.0,3,"Wages in Procesamiento y conservacion de frutas, legumbres, hortalizas y tuberculos",574621916.15,59361.9467084
2.0,3,"Wages in Procesamiento y conservacion de frutas, legumbres, hortalizas y tuberculos",574621916.15,87076.7639588
3.0,3,"Wages in Procesamiento y conservacion de frutas, legumbres, hortalizas y tuberculos",574621916.15,1319130.28794
4.0,3,"Wages in Procesamiento y conservacion de frutas, legumbres, hortalizas y tuberculos",574621916.15,10982210.4809
5.0,3,"Wages in Procesamiento y conservacion de frutas, legumbres, hortalizas y tuberculos",574621916.15,11744209.618
6.0,3,"Wages in Procesamiento y conservacion de frutas, legumbres, hortalizas y tuberculos",574621916.15,2054590.1651
7.0,3,"Wages in Procesamiento y conservacion de frutas, legumbres, hortalizas y tuberculos",574621916.15,596497.324415
8.0,3,"Wages in Procesamiento y conservacion de frutas, legumbres, hortalizas y tuberculos",574621916.15,3776337.68334
9.0,3,"Wages in Procesamiento y conservacion de frutas, legumbres, hortalizas y tuberculos",574621916.15,28146.2654864
10.0,3,"Wages in Procesamiento y conservacion de frutas, legumbres, hortalizas y tuberculos",574621916.15,86258154.832
11.0,3,"Wages in Procesamiento y conservacion de frutas, legumbres, hortalizas y tuberculos",574621916.15,13762.59517
12.0,3,"Wages in Procesamiento y conservacion de frutas, legumbres, hortalizas y tuberculos",574621916.15,6723415.18154
13.0,3,"Wages in Procesamiento y conservacion de frutas, legumbres, hortalizas y tuberculos",574621916.15,446665100.175
14.0,3,"Wages in Procesamiento y conservacion de frutas, legumbres, hortalizas y tuberculos",574621916.15,4261520.5964
15.0,3,"Wages in Procesamiento y conservacion de frutas, legumbres, hortalizas y tuberculos",574621916.15,52402.233947
1.0,3,Wages in Elaboracion de aceites y grasas de origen vegetal y animal,721749551.551,510743.47464
2.0,3,Wages in Elaboracion de aceites y grasas de origen vegetal y animal,721749551.551,17541.4421795
3.0,3,Wages in Elaboracion de aceites y grasas de origen vegetal y animal,721749551.551,698789.420989
4.0,3,Wages in Elaboracion de aceites y grasas de origen vegetal y animal,721749551.551,4269680.91057
5.0,3,Wages in Elaboracion de aceites y grasas de origen vegetal y animal,721749551.551,85229443.5373
6.0,3,Wages in Elaboracion de aceites y grasas de origen vegetal y animal,721749551.551,28110694.4928
7.0,3,Wages in Elaboracion de aceites y grasas de origen vegetal y animal,721749551.551,53618861.5045
8.0,3,Wages in Elaboracion de aceites y grasas de origen vegetal y animal,721749551.551,33356703.8735
9.0,3,Wages in Elaboracion de aceites y grasas de origen vegetal y animal,721749551.551,1534612.92636
10.0,3,Wages in Elaboracion de aceites y grasas de origen vegetal y animal,721749551.551,102068.281151
11.0,3,Wages in Elaboracion de aceites y grasas de origen vegetal y animal,721749551.551,236265.717837
12.0,3,Wages in Elaboracion de aceites y grasas de origen vegetal y animal,721749551.551,594325.549964
13.0,3,Wages in Elaboracion de aceites y grasas de origen vegetal y animal,721749551.551,509745458.387
14.0,3,Wages in Elaboracion de aceites y grasas de origen vegetal y animal,721749551.551,1081083.02836
15.0,3,Wages in Elaboracion de aceites y grasas de origen vegetal y animal,721749551.551,2643279.0035
1.0,3,Wages in Elaboracion y refinacion de azucar,2438994759.65,12020309.7802
2.0,3,Wages in Elaboracion y refinacion de azucar,2438994759.65,36812872.6042
3.0,3,Wages in Elaboracion y refinacion de azucar,2438994759.65,19993913.871
4.0,3,Wages in Elaboracion y refinacion de azucar,2438994759.65,30794486.0685
5.0,3,Wages in Elaboracion y refinacion de azucar,2438994759.65,208349688.323
6.0,3,Wages in Elaboracion y refinacion de azucar,2438994759.65,38028516.2644
7.0,3,Wages in Elaboracion y refinacion de azucar,2438994759.65,55735363.5959
8.0,3,Wages in Elaboracion y refinacion de azucar,2438994759.65,135547309.674
9.0,3,Wages in Elaboracion y refinacion de azucar,2438994759.65,29448127.4652
10.0,3,Wages in Elaboracion y refinacion de azucar,2438994759.65,30252285.4539
11.0,3,Wages in Elaboracion y refinacion de azucar,2438994759.65,1894058.50041
12.0,3,Wages in Elaboracion y refinacion de azucar,2438994759.65,14701228.0628
13.0,3,Wages in Elaboracion y refinacion de azucar,2438994759.65,1808886568.92
14.0,3,Wages in Elaboracion y refinacion de azucar,2438994759.65,9565298.24156
15.0,3,Wages in Elaboracion y refinacion de azucar,2438994759.65,6964732.82625
1.0,3,"Wages in Produccion de malta, elaboracion de cervezas y otras bebidas malteadas",259918271.545,148346.148054
2.0,3,"Wages in Produccion de malta, elaboracion de cervezas y otras bebidas malteadas",259918271.545,319.909524715
3.0,3,"Wages in Produccion de malta, elaboracion de cervezas y otras bebidas malteadas",259918271.545,5191.93289914
4.0,3,"Wages in Produccion de malta, elaboracion de cervezas y otras bebidas malteadas",259918271.545,790130.057815
